Date,Type,Expense Category,Amount ($),Notes
9/6/2025,Expense,TikTok Ads,"$1,352.33",Utility bill
5/17/2025,Expense,TikTok Ads,"$2,276.08",Online purchase
6/3/2024,Expense,TikTok Ads,"$2,061.77",Utility bill
5/28/2025,Expense,TikTok Ads,"$1,971.83",Medical visit
1/23/2025,Expense,TikTok Ads,$105.76,Course fee
4/23/2025,Expense,TikTok Ads,$115.15,Monthly payment
1/3/2024,Expense,TikTok Ads,"$2,215.05",Course fee
12/19/2024,Expense,TikTok Ads,$226.28,Streaming service
10/8/2024,Expense,TikTok Ads,$379.15,Course fee
7/30/2025,Expense,TikTok Ads,$593.33,Office commute
3/27/2026,Expense,TikTok Ads,"$1,281.65",Medical visit
1/13/2025,Expense,TikTok Ads,$918.70,Office commute
3/14/2026,Expense,TikTok Ads,$941.44,Monthly payment
7/19/2025,Expense,TikTok Ads,"$1,564.42",Monthly payment
2/20/2025,Expense,TikTok Ads,$604.77,Groceries
5/26/2026,Expense,TikTok Ads,"$1,397.86",Groceries
12/29/2024,Expense,TikTok Ads,"$1,932.05",Streaming service
7/8/2024,Expense,TikTok Ads,$165.96,Utility bill
4/1/2026,Expense,TikTok Ads,"$2,320.71",Course fee
9/15/2024,Expense,TikTok Ads,$315.04,Streaming service
6/25/2025,Expense,TikTok Ads,$657.71,Utility bill
5/27/2026,Expense,TikTok Ads,"$1,370.96",Vacation booking
5/25/2025,Expense,TikTok Ads,"$1,291.58",Course fee
1/5/2026,Expense,TikTok Ads,"$1,323.16",Online purchase
2/13/2025,Expense,TikTok Ads,$609.36,Online purchase
5/24/2024,Expense,TikTok Ads,"$1,549.59",Utility bill
1/13/2026,Expense,TikTok Ads,"$1,306.70",Utility bill
2/21/2025,Expense,TikTok Ads,$400.69,Family outing
3/5/2025,Expense,TikTok Ads,$923.80,Streaming service
3/17/2025,Expense,TikTok Ads,$264.71,Utility bill
3/25/2024,Expense,TikTok Ads,"$2,184.24",Course fee
10/25/2024,Expense,TikTok Ads,$395.90,Medical visit
2/14/2026,Expense,TikTok Ads,"$2,166.35",Monthly payment
7/10/2024,Expense,TikTok Ads,"$1,972.70",Medical visit
12/14/2024,Expense,TikTok Ads,"$1,709.54",Utility bill
7/15/2024,Expense,TikTok Ads,"$1,673.32",Vacation booking
1/21/2025,Expense,TikTok Ads,"$1,030.92",Utility bill
10/24/2024,Expense,TikTok Ads,"$1,441.39",Streaming service
6/1/2025,Expense,TikTok Ads,"$1,931.23",Online purchase
1/12/2025,Expense,TikTok Ads,"$1,392.45",Streaming service
6/15/2025,Expense,TikTok Ads,"$2,076.89",Utility bill
12/5/2024,Expense,TikTok Ads,"$1,166.88",Monthly payment
11/20/2025,Expense,TikTok Ads,$98.66,Monthly payment
5/23/2026,Expense,TikTok Ads,$600.85,Family outing
8/1/2024,Expense,TikTok Ads,$489.85,Streaming service
9/20/2024,Expense,TikTok Ads,$791.11,Online purchase
2/8/2025,Expense,TikTok Ads,"$2,017.73",Online purchase
4/2/2024,Expense,TikTok Ads,"$1,779.71",Vacation booking
6/22/2025,Expense,TikTok Ads,"$1,804.52",Online purchase
7/11/2025,Expense,TikTok Ads,"$1,518.11",Family outing
9/3/2024,Expense,TikTok Ads,$233.09,Family outing
5/19/2025,Expense,TikTok Ads,$341.09,Medical visit
8/19/2024,Expense,TikTok Ads,"$2,206.55",Monthly payment
1/10/2026,Expense,TikTok Ads,"$2,390.75",Groceries
2/18/2026,Expense,TikTok Ads,"$1,244.18",Medical visit
2/2/2025,Expense,TikTok Ads,"$1,156.97",Streaming service
5/28/2026,Expense,TikTok Ads,"$1,948.39",Streaming service
1/9/2024,Expense,TikTok Ads,"$2,279.22",Family outing
4/20/2026,Expense,TikTok Ads,"$2,493.17",Monthly payment
8/23/2025,Expense,TikTok Ads,$839.80,Course fee
4/24/2024,Expense,TikTok Ads,$324.13,Groceries
6/20/2025,Expense,TikTok Ads,$614.74,Course fee
12/7/2024,Expense,TikTok Ads,"$1,593.90",Vacation booking
9/27/2024,Expense,TikTok Ads,"$2,058.49",Groceries
5/2/2024,Expense,TikTok Ads,"$2,292.10",Groceries
11/27/2025,Expense,TikTok Ads,$982.44,Groceries
3/22/2026,Expense,TikTok Ads,$339.15,Monthly payment
3/19/2024,Expense,TikTok Ads,"$1,511.21",Online purchase
6/22/2025,Expense,TikTok Ads,$720.66,Streaming service
10/26/2024,Expense,TikTok Ads,$582.22,Streaming service
5/3/2025,Expense,TikTok Ads,"$2,095.97",Groceries
5/22/2024,Expense,TikTok Ads,$490.79,Office commute
8/8/2024,Expense,TikTok Ads,"$1,506.90",Office commute
3/16/2024,Expense,TikTok Ads,"$1,130.97",Medical visit
12/11/2024,Expense,TikTok Ads,$196.48,Utility bill
2/7/2024,Expense,TikTok Ads,$329.48,Streaming service
2/21/2025,Expense,TikTok Ads,"$2,074.81",Monthly payment
3/7/2026,Expense,TikTok Ads,$597.93,Course fee
3/14/2025,Expense,TikTok Ads,"$2,415.89",Monthly payment
6/15/2025,Expense,TikTok Ads,$295.70,Office commute
3/12/2025,Expense,TikTok Ads,"$2,347.42",Family outing
2/26/2024,Expense,TikTok Ads,"$2,212.92",Medical visit
2/3/2025,Expense,TikTok Ads,"$2,211.93",Online purchase
4/17/2026,Expense,TikTok Ads,$968.78,Vacation booking
3/15/2024,Expense,TikTok Ads,"$2,351.07",Family outing
4/12/2024,Expense,TikTok Ads,"$1,920.15",Utility bill
12/14/2024,Expense,TikTok Ads,$134.87,Course fee
6/5/2025,Expense,TikTok Ads,$462.59,Groceries
4/21/2024,Expense,TikTok Ads,"$1,567.81",Vacation booking
3/10/2025,Expense,TikTok Ads,"$1,612.16",Office commute
9/28/2025,Expense,TikTok Ads,"$2,459.88",Utility bill
10/24/2024,Expense,TikTok Ads,$293.99,Utility bill
7/21/2025,Expense,TikTok Ads,"$1,985.56",Vacation booking
3/9/2026,Expense,TikTok Ads,$859.81,Family outing
5/3/2025,Expense,TikTok Ads,"$1,842.96",Streaming service
5/19/2024,Expense,TikTok Ads,$120.07,Family outing
10/22/2025,Expense,TikTok Ads,"$1,538.20",Online purchase
2/24/2024,Expense,TikTok Ads,"$1,669.23",Vacation booking
12/8/2025,Expense,TikTok Ads,"$1,516.18",Monthly payment
6/3/2025,Expense,TikTok Ads,"$2,483.01",Groceries
12/25/2025,Expense,TikTok Ads,"$2,009.20",Utility bill
8/10/2025,Expense,TikTok Ads,"$2,337.73",Vacation booking
9/18/2024,Expense,TikTok Ads,"$2,019.28",Course fee
2/13/2026,Expense,TikTok Ads,"$1,766.87",Groceries
10/2/2025,Expense,TikTok Ads,"$1,917.74",Groceries
4/7/2026,Expense,TikTok Ads,"$2,174.60",Utility bill
4/30/2026,Expense,TikTok Ads,"$1,606.16",Groceries
2/2/2026,Expense,TikTok Ads,$228.69,Streaming service
10/29/2024,Expense,TikTok Ads,"$1,340.49",Medical visit
8/16/2025,Expense,TikTok Ads,"$1,593.76",Groceries
9/11/2024,Expense,TikTok Ads,$829.23,Online purchase
10/28/2024,Expense,TikTok Ads,"$1,931.89",Utility bill
8/6/2025,Expense,TikTok Ads,"$1,981.78",Family outing
6/28/2024,Expense,TikTok Ads,$275.35,Family outing
10/28/2024,Expense,TikTok Ads,"$1,941.79",Course fee
2/17/2025,Expense,TikTok Ads,"$1,401.82",Monthly payment
2/21/2025,Expense,TikTok Ads,"$1,750.70",Streaming service
4/29/2025,Expense,TikTok Ads,$997.99,Online purchase
4/13/2025,Expense,TikTok Ads,"$2,430.99",Monthly payment
10/19/2025,Expense,TikTok Ads,$438.92,Family outing
11/12/2024,Expense,TikTok Ads,"$2,357.86",Family outing
6/16/2025,Expense,TikTok Ads,$554.89,Groceries
1/5/2025,Expense,TikTok Ads,"$2,246.81",Streaming service
5/21/2024,Expense,TikTok Ads,"$1,893.75",Utility bill
4/27/2026,Expense,TikTok Ads,"$2,243.64",Course fee
11/10/2025,Expense,TikTok Ads,"$2,454.09",Groceries
9/16/2025,Expense,TikTok Ads,$856.64,Streaming service
4/3/2026,Expense,TikTok Ads,"$1,018.55",Medical visit
7/11/2025,Expense,TikTok Ads,"$1,088.19",Utility bill
4/5/2024,Expense,TikTok Ads,$959.17,Course fee
12/18/2024,Expense,TikTok Ads,"$1,577.73",Family outing
1/16/2024,Expense,TikTok Ads,"$1,207.41",Course fee
4/10/2024,Expense,TikTok Ads,"$1,917.40",Streaming service
11/17/2024,Expense,TikTok Ads,$845.45,Online purchase
9/14/2024,Expense,TikTok Ads,"$1,944.16",Course fee
7/8/2025,Expense,TikTok Ads,$605.30,Utility bill
5/20/2026,Expense,TikTok Ads,$683.39,Monthly payment
5/25/2026,Expense,TikTok Ads,"$2,082.16",Office commute
5/4/2025,Expense,TikTok Ads,$7.44,Streaming service
3/20/2025,Expense,TikTok Ads,$979.73,Course fee
3/5/2024,Expense,TikTok Ads,$296.38,Course fee
5/30/2025,Expense,TikTok Ads,$192.27,Family outing
4/13/2026,Expense,TikTok Ads,$840.43,Monthly payment
2/19/2024,Expense,TikTok Ads,$941.10,Monthly payment
9/18/2025,Expense,TikTok Ads,$204.86,Groceries
3/15/2024,Expense,TikTok Ads,$140.54,Course fee
3/3/2026,Expense,TikTok Ads,"$2,157.93",Streaming service
7/19/2024,Expense,TikTok Ads,"$2,373.81",Course fee
10/4/2025,Expense,TikTok Ads,$130.50,Medical visit
8/13/2024,Expense,TikTok Ads,$678.95,Vacation booking
3/27/2025,Expense,TikTok Ads,"$1,499.10",Course fee
6/15/2024,Expense,TikTok Ads,"$1,787.22",Vacation booking
5/23/2024,Expense,TikTok Ads,"$1,908.60",Course fee
11/18/2025,Expense,TikTok Ads,"$1,492.80",Medical visit
1/20/2024,Expense,TikTok Ads,"$1,997.67",Vacation booking
1/12/2026,Expense,TikTok Ads,"$2,307.46",Monthly payment
6/13/2024,Expense,TikTok Ads,"$1,749.70",Groceries
3/9/2024,Expense,TikTok Ads,$61.72,Streaming service
11/21/2025,Expense,TikTok Ads,$660.68,Family outing
7/22/2024,Expense,TikTok Ads,"$1,137.40",Online purchase
5/15/2024,Expense,TikTok Ads,$897.91,Office commute
7/26/2024,Expense,TikTok Ads,"$2,289.97",Course fee
4/21/2024,Expense,TikTok Ads,"$1,363.99",Online purchase
4/20/2025,Expense,TikTok Ads,$516.27,Office commute
11/25/2025,Expense,TikTok Ads,$201.09,Office commute
1/1/2024,Expense,TikTok Ads,$285.99,Course fee
8/31/2024,Expense,TikTok Ads,"$2,448.96",Medical visit
5/15/2024,Expense,TikTok Ads,"$1,241.89",Groceries
12/19/2024,Expense,TikTok Ads,$307.55,Family outing
4/3/2025,Expense,TikTok Ads,"$2,229.04",Streaming service
10/30/2024,Expense,TikTok Ads,$665.17,Monthly payment
1/13/2026,Expense,TikTok Ads,"$2,162.07",Medical visit
2/18/2024,Expense,TikTok Ads,"$2,160.99",Utility bill
6/6/2025,Expense,TikTok Ads,"$2,432.83",Online purchase
3/17/2025,Expense,TikTok Ads,$715.48,Monthly payment
8/30/2024,Expense,TikTok Ads,$516.20,Utility bill
5/1/2026,Expense,TikTok Ads,$998.91,Streaming service
4/20/2024,Expense,TikTok Ads,"$2,263.08",Vacation booking
11/14/2025,Expense,TikTok Ads,$429.94,Office commute
3/17/2024,Expense,TikTok Ads,"$2,085.72",Online purchase
5/18/2025,Expense,TikTok Ads,"$1,342.93",Office commute
4/14/2024,Expense,TikTok Ads,$656.44,Course fee
6/24/2024,Expense,TikTok Ads,"$1,367.58",Vacation booking
3/14/2026,Expense,TikTok Ads,"$1,097.64",Course fee
4/26/2026,Expense,TikTok Ads,"$2,187.46",Streaming service
9/5/2024,Expense,TikTok Ads,"$2,120.95",Office commute
7/10/2025,Expense,TikTok Ads,"$1,024.02",Medical visit
8/22/2024,Expense,TikTok Ads,"$1,876.93",Monthly payment
5/19/2025,Expense,TikTok Ads,"$1,363.77",Course fee
2/16/2025,Expense,TikTok Ads,"$1,136.67",Monthly payment
2/16/2025,Expense,TikTok Ads,$593.70,Course fee
6/14/2025,Expense,TikTok Ads,"$2,150.95",Monthly payment
1/8/2025,Expense,TikTok Ads,$943.41,Office commute
3/27/2024,Expense,TikTok Ads,$455.22,Medical visit
12/1/2024,Expense,TikTok Ads,$220.04,Course fee
11/26/2025,Expense,TikTok Ads,$42.01,Medical visit
7/6/2025,Expense,TikTok Ads,"$2,342.96",Utility bill
2/18/2025,Expense,TikTok Ads,$380.10,Online purchase
6/19/2025,Expense,TikTok Ads,$186.52,Groceries
5/22/2024,Expense,TikTok Ads,"$1,421.83",Vacation booking
2/12/2026,Expense,TikTok Ads,"$2,387.45",Streaming service
8/27/2025,Expense,TikTok Ads,"$1,932.56",Utility bill
8/28/2024,Expense,TikTok Ads,"$1,560.48",Streaming service
10/22/2024,Expense,TikTok Ads,"$2,170.85",Office commute
5/9/2024,Expense,TikTok Ads,"$2,127.93",Monthly payment
9/11/2025,Expense,TikTok Ads,"$1,657.47",Streaming service
3/19/2025,Expense,TikTok Ads,"$1,793.29",Utility bill
6/3/2025,Expense,TikTok Ads,"$1,622.68",Utility bill
9/12/2025,Expense,TikTok Ads,"$2,116.11",Groceries
6/8/2025,Expense,TikTok Ads,"$1,575.64",Online purchase
10/17/2024,Expense,TikTok Ads,"$1,132.40",Streaming service
6/3/2025,Expense,TikTok Ads,"$2,406.26",Monthly payment
12/12/2025,Expense,TikTok Ads,$233.71,Office commute
8/28/2024,Expense,TikTok Ads,"$1,007.13",Course fee
5/4/2025,Expense,TikTok Ads,"$1,350.48",Office commute
1/27/2024,Expense,TikTok Ads,"$1,132.76",Course fee
3/9/2026,Expense,TikTok Ads,"$2,408.99",Online purchase
1/6/2026,Expense,TikTok Ads,"$1,239.77",Streaming service
5/19/2025,Expense,TikTok Ads,"$1,357.23",Groceries
8/11/2025,Expense,TikTok Ads,"$1,266.98",Office commute
5/7/2026,Expense,TikTok Ads,$803.69,Groceries
7/19/2024,Expense,TikTok Ads,"$2,485.51",Monthly payment
3/20/2026,Expense,TikTok Ads,$799.04,Streaming service
1/1/2024,Expense,TikTok Ads,"$1,610.66",Family outing
1/12/2025,Expense,TikTok Ads,"$1,740.28",Monthly payment
11/10/2025,Expense,TikTok Ads,"$1,890.14",Course fee
1/25/2025,Expense,TikTok Ads,$833.03,Vacation booking
8/5/2025,Expense,TikTok Ads,$81.43,Online purchase
6/20/2024,Expense,TikTok Ads,"$2,249.92",Office commute
3/8/2026,Expense,TikTok Ads,"$2,131.94",Utility bill
9/14/2024,Expense,TikTok Ads,"$2,335.91",Course fee
4/16/2025,Expense,TikTok Ads,$988.20,Office commute
12/27/2024,Expense,TikTok Ads,$738.94,Family outing
10/11/2025,Expense,TikTok Ads,"$1,710.40",Groceries
5/17/2026,Expense,TikTok Ads,"$1,974.89",Family outing
7/18/2024,Expense,TikTok Ads,"$2,401.38",Groceries
4/15/2024,Expense,TikTok Ads,"$1,015.23",Utility bill
3/22/2024,Expense,TikTok Ads,$470.57,Medical visit
1/9/2026,Expense,TikTok Ads,$448.86,Medical visit
2/2/2025,Expense,TikTok Ads,"$2,421.73",Office commute
2/17/2025,Expense,TikTok Ads,$558.02,Family outing
12/17/2024,Expense,TikTok Ads,"$1,521.80",Medical visit
4/14/2024,Expense,TikTok Ads,"$2,151.82",Streaming service
4/18/2024,Expense,TikTok Ads,"$1,777.99",Medical visit
1/9/2025,Expense,TikTok Ads,"$2,379.31",Vacation booking
6/15/2025,Expense,TikTok Ads,"$2,390.87",Streaming service
11/28/2024,Expense,TikTok Ads,"$1,526.66",Vacation booking
3/2/2026,Expense,TikTok Ads,"$2,063.03",Family outing
1/8/2024,Expense,TikTok Ads,$770.02,Groceries
5/2/2024,Expense,TikTok Ads,"$2,061.70",Online purchase
5/2/2026,Expense,TikTok Ads,"$2,285.13",Groceries
5/10/2025,Expense,TikTok Ads,$121.99,Streaming service
5/3/2026,Expense,TikTok Ads,"$1,457.03",Utility bill
3/23/2026,Expense,TikTok Ads,$219.60,Medical visit
8/3/2024,Expense,TikTok Ads,$772.41,Medical visit
10/27/2024,Expense,TikTok Ads,$273.27,Medical visit
7/26/2024,Expense,TikTok Ads,$545.41,Office commute
1/9/2025,Expense,TikTok Ads,"$2,215.82",Course fee
5/2/2025,Expense,TikTok Ads,$247.96,Course fee
4/3/2025,Expense,TikTok Ads,$119.25,Groceries
9/29/2024,Expense,TikTok Ads,"$1,744.33",Online purchase
10/17/2024,Expense,TikTok Ads,$92.80,Medical visit
6/30/2024,Expense,TikTok Ads,$960.42,Streaming service
5/4/2024,Expense,TikTok Ads,"$1,311.68",Streaming service
3/2/2024,Expense,TikTok Ads,"$1,832.59",Office commute
2/14/2026,Expense,TikTok Ads,$21.78,Medical visit
5/12/2024,Expense,TikTok Ads,"$2,112.53",Streaming service
7/25/2025,Expense,TikTok Ads,"$1,008.47",Office commute
12/4/2024,Expense,TikTok Ads,"$2,023.70",Course fee
3/2/2025,Expense,TikTok Ads,"$2,389.09",Groceries
6/2/2025,Expense,TikTok Ads,"$1,981.78",Vacation booking
7/5/2025,Expense,TikTok Ads,$702.45,Office commute
5/21/2024,Expense,TikTok Ads,"$1,766.72",Streaming service
12/11/2024,Expense,TikTok Ads,"$1,355.67",Medical visit
1/20/2026,Expense,TikTok Ads,"$1,057.80",Medical visit
3/26/2026,Expense,TikTok Ads,"$1,970.08",Groceries
10/21/2024,Expense,TikTok Ads,"$1,257.57",Utility bill
9/21/2025,Expense,TikTok Ads,"$2,419.25",Course fee
12/6/2024,Expense,TikTok Ads,$344.63,Monthly payment
2/10/2024,Expense,TikTok Ads,$394.08,Utility bill
1/16/2025,Expense,TikTok Ads,"$1,467.90",Family outing
3/15/2024,Expense,TikTok Ads,$332.16,Online purchase
3/29/2026,Expense,TikTok Ads,"$2,171.87",Online purchase
8/1/2024,Expense,TikTok Ads,$813.32,Vacation booking
2/4/2024,Expense,TikTok Ads,$514.21,Course fee
7/22/2025,Expense,TikTok Ads,"$1,706.58",Utility bill
11/6/2024,Expense,TikTok Ads,"$2,128.55",Streaming service
9/23/2025,Expense,TikTok Ads,$967.63,Groceries
1/3/2026,Expense,TikTok Ads,$364.46,Family outing
3/9/2025,Expense,TikTok Ads,"$2,247.68",Vacation booking
1/6/2026,Expense,TikTok Ads,"$1,609.65",Office commute
2/3/2026,Expense,TikTok Ads,$328.69,Streaming service
1/26/2026,Expense,TikTok Ads,"$2,298.51",Utility bill
8/2/2024,Expense,TikTok Ads,"$1,316.94",Office commute
12/25/2025,Expense,TikTok Ads,"$2,020.28",Online purchase
1/24/2026,Expense,TikTok Ads,$480.11,Online purchase
5/9/2024,Expense,TikTok Ads,"$1,518.42",Monthly payment
10/3/2025,Expense,TikTok Ads,"$1,562.05",Monthly payment
1/21/2025,Expense,TikTok Ads,"$2,214.28",Streaming service
9/7/2024,Expense,TikTok Ads,$659.66,Office commute
7/27/2024,Expense,TikTok Ads,"$1,160.65",Monthly payment
6/29/2025,Expense,TikTok Ads,"$1,918.50",Course fee
6/15/2025,Expense,TikTok Ads,"$1,664.57",Office commute
3/16/2026,Expense,TikTok Ads,"$2,250.13",Vacation booking
4/20/2025,Expense,TikTok Ads,$654.55,Medical visit
7/29/2025,Expense,TikTok Ads,"$1,212.16",Course fee
6/7/2024,Expense,TikTok Ads,"$2,355.63",Medical visit
5/25/2024,Expense,TikTok Ads,$230.13,Vacation booking
1/26/2025,Expense,TikTok Ads,$606.52,Online purchase
2/5/2025,Expense,TikTok Ads,"$1,375.69",Office commute
1/5/2026,Expense,TikTok Ads,"$2,401.07",Vacation booking
6/28/2024,Expense,TikTok Ads,"$1,145.63",Family outing
7/22/2024,Expense,TikTok Ads,"$1,969.09",Family outing
8/1/2025,Expense,TikTok Ads,"$2,416.72",Monthly payment
11/29/2024,Expense,TikTok Ads,$435.50,Groceries
8/3/2025,Expense,TikTok Ads,$539.18,Course fee
6/24/2024,Expense,TikTok Ads,"$1,833.35",Medical visit
11/4/2025,Expense,TikTok Ads,$193.03,Utility bill
8/29/2024,Expense,TikTok Ads,"$1,378.89",Family outing
6/19/2024,Expense,TikTok Ads,"$1,635.03",Family outing
3/19/2026,Expense,TikTok Ads,"$2,139.97",Streaming service
7/27/2024,Expense,TikTok Ads,"$1,392.08",Utility bill
9/30/2024,Expense,TikTok Ads,$309.78,Vacation booking
1/24/2026,Expense,TikTok Ads,$551.07,Course fee
10/23/2024,Expense,TikTok Ads,"$2,355.04",Groceries
12/6/2024,Expense,TikTok Ads,"$2,164.26",Groceries
4/10/2026,Expense,TikTok Ads,"$1,529.98",Online purchase
7/3/2024,Expense,TikTok Ads,"$1,511.00",Groceries
3/25/2025,Expense,TikTok Ads,$471.05,Office commute
3/26/2025,Expense,TikTok Ads,$409.41,Medical visit
9/9/2024,Expense,TikTok Ads,"$1,173.93",Streaming service
5/24/2025,Expense,TikTok Ads,$539.52,Medical visit
5/21/2024,Expense,TikTok Ads,"$2,378.33",Streaming service
9/5/2024,Expense,TikTok Ads,$377.35,Online purchase
5/17/2024,Expense,TikTok Ads,$995.84,Monthly payment
7/15/2025,Expense,TikTok Ads,$437.30,Monthly payment
9/28/2024,Expense,TikTok Ads,"$1,224.92",Vacation booking
6/15/2025,Expense,TikTok Ads,"$1,267.26",Groceries
3/24/2025,Expense,TikTok Ads,"$1,710.58",Medical visit
11/14/2025,Expense,TikTok Ads,$896.62,Family outing
10/14/2025,Expense,TikTok Ads,$988.89,Monthly payment
3/28/2026,Expense,TikTok Ads,$508.98,Utility bill
11/5/2024,Expense,TikTok Ads,"$2,306.75",Online purchase
4/14/2026,Expense,TikTok Ads,"$2,138.69",Groceries
11/24/2024,Expense,TikTok Ads,"$1,153.24",Medical visit
5/5/2026,Expense,TikTok Ads,"$2,385.47",Groceries
4/5/2024,Expense,TikTok Ads,"$1,948.47",Groceries
6/20/2024,Expense,TikTok Ads,"$1,874.45",Monthly payment
4/4/2024,Expense,TikTok Ads,$501.10,Utility bill
10/31/2025,Expense,TikTok Ads,$486.16,Groceries
4/23/2026,Expense,TikTok Ads,"$2,279.58",Groceries
3/1/2025,Expense,TikTok Ads,$211.21,Groceries
5/26/2025,Expense,TikTok Ads,"$1,523.70",Online purchase
5/28/2024,Expense,TikTok Ads,$125.80,Office commute
1/19/2026,Expense,TikTok Ads,$293.32,Office commute
4/30/2024,Expense,TikTok Ads,"$1,028.23",Office commute
2/24/2024,Expense,TikTok Ads,"$1,516.56",Online purchase
4/28/2024,Expense,TikTok Ads,$959.54,Online purchase
5/12/2024,Expense,TikTok Ads,$109.42,Groceries
1/8/2026,Expense,TikTok Ads,"$1,119.00",Medical visit
11/8/2025,Expense,TikTok Ads,"$1,901.08",Family outing
7/21/2024,Expense,TikTok Ads,"$1,868.20",Family outing
2/7/2024,Expense,TikTok Ads,"$1,431.85",Course fee
1/24/2025,Expense,TikTok Ads,$524.96,Monthly payment
11/7/2025,Expense,TikTok Ads,"$1,141.08",Utility bill
3/6/2026,Expense,TikTok Ads,$263.56,Utility bill
6/29/2024,Expense,TikTok Ads,$229.80,Monthly payment
3/19/2026,Expense,TikTok Ads,"$1,709.19",Streaming service
5/23/2024,Expense,TikTok Ads,"$2,150.31",Groceries
11/11/2025,Expense,TikTok Ads,"$2,455.05",Office commute
9/2/2025,Expense,TikTok Ads,$942.06,Monthly payment
5/10/2026,Expense,TikTok Ads,$488.17,Medical visit
12/24/2024,Expense,TikTok Ads,"$2,099.92",Online purchase
4/9/2026,Expense,TikTok Ads,"$2,014.38",Family outing
1/2/2026,Expense,TikTok Ads,"$1,492.53",Office commute
3/8/2026,Expense,TikTok Ads,"$1,243.91",Monthly payment
3/5/2026,Expense,TikTok Ads,$576.01,Vacation booking
5/1/2024,Expense,TikTok Ads,$692.28,Course fee
1/2/2025,Expense,TikTok Ads,$819.96,Medical visit
1/31/2025,Expense,TikTok Ads,"$1,907.62",Office commute
8/5/2024,Expense,TikTok Ads,$652.10,Online purchase
1/30/2026,Expense,TikTok Ads,$68.99,Vacation booking
2/25/2024,Expense,TikTok Ads,$312.17,Groceries
